word,pos,cefr_level,uzbek_translation
destructive,adj.,C1,"vayronkor, buzg'unchi"
detain,v.,C1,"ushlamoq, hibsga olmoq"
detection,n.,C1,"aniqlash, topish"
detention,n.,C1,"hibsga olish, qamoq"
deteriorate,v.,C1,"yomonlashmoq, pasaymoq"
determination,n.,B2,"qat'iyat, belgilash"
devastate,v.,C1,"vayron qilmoq, larzaga keltirmoq"
devil,n.,C1,"iblis, shayton"
devise,v.,C1,"o'ylab topmoq, rejalashtirmoq"
devote,v.,B2,"bag'ishlamoq, sarflamoq"
diagnose,v.,C1,tashxis qo'ymoq
diagnosis,n.,C1,tashxis
dictate,v.,C1,"buyurmoq, diktant qilmoq"
dictator,n.,C1,diktator
differ,v.,B2,farqlanmoq
differentiate,v.,C1,"farqlash, ajratmoq"
dignity,n.,C1,"qadr-qimmat, or-nomus"
dilemma,n.,C1,"dilemma, ikki tomonlama muammo"
dime,n.,B2,o'n sentlik tanga
dimension,n.,C1,"o'lcham, hajm"
diminish,v.,C1,"kamaymoq, kichraymoq"
dip,v.,C1,"cho'mdirmoq, qo'yish"
diplomat,n.,C1,diplomat
diplomatic,adj.,C1,diplomatik
directory,n.,C1,"katalog, ro'yxat"
disability,n.,B2,nogironlik
disabled,adj.,B2,"nogiron, imkoniyati cheklangan"
disagreement,n.,B2,"kelishmovchilik, ixtilof"
disappoint,v.,B2,"umidini so'ndirmoq, xafalamoq"
disappointment,n.,B2,"umidsizlik, xafalik"
disastrous,adj.,C1,"halokatli, fojiaviy"
discard,v.,C1,"tashlash, rad etmoq"
discharge,v.,C1,"ozod qilmoq, bo'shatmoq"
disclose,v.,C1,"oshkor qilmoq, bildirmoq"
disclosure,n.,C1,"oshkor qilish, ma'lum qilish"
discourage,v.,B2,"izdan chiqarmoq, qaytarmoq"
discourse,n.,C1,"nutq, muhokama"
discretion,n.,C1,"ixtiyorlik, o'z xohishiga ko'ra"
discrimination,n.,C1,"kamsitish, farqlash"
dismissal,n.,C1,"bo'shatish, ishdan olish"
disorder,n.,B2,"tartibsizlik, kasallik"
displace,v.,C1,"siqib chiqarmoq, ko'chirmoq"
disposal,n.,C1,"yo'q qilish, tasarruf"
dispose,v.,C1,"yo'q qilmoq, joylashtirmoq"
dispute,"n., v.",C1,"bahs, nizo, ixtilof"
disrupt,v.,C1,"buzmoq, to'xtatmoq"
disruption,n.,C1,"buzilish, to'xtatilish"
dissolve,v.,C1,"erib ketmoq, tarqatmoq"
distant,adj.,B2,"uzoq, yiroq"
distinct,adj.,B2,"aniq, farqli"
distinction,n.,C1,"farq, ajralish"
distinctive,adj.,C1,"o'ziga xos, farqlovchi"
distinguish,v.,B2,"ajratmoq, farqlash"
distort,v.,C1,"buzib ko'rsatmoq, siqib chiqarish"
distract,v.,B2,diqqatini chalg'itmoq
distress,"n., v.",C1,"qiyinchilik, azob"
disturb,v.,B2,bezovta qilmoq
disturbing,adj.,C1,"tashvishli, bezovta qiluvchi"
dive,"v., n.",B2,"sho'ng'imoq, tashlamoq"
diverse,adj.,B2,"xilma-xil, turli"
diversity,n.,B2,"xilma-xillik, rang-baranglik"
divert,v.,C1,"chetga yo'naltirmoq, chalg'itmoq"
divine,adj.,C1,"ilohiy, xudovandga oid"
divorce,"n., v.",B2,ajrashish
doctrine,n.,C1,"doktrina, ta'limot"
documentation,n.,C1,"hujjatlashtirish, hujjatlar"
domain,n.,C1,"soha, domen"
dominance,n.,C1,"hukmronlik, ustunlik"
dominant,adj.,B2,"ustun, hukmron"
donation,n.,B2,"xayriya, hadya"
donor,n.,C1,"xayriya beruvchi, donor"
dose,n.,C1,"doza, miqdor"
dot,n.,B2,nuqta
drain,v.,C1,"oqizmoq, quritmoq"
dramatically,adv.,B2,"dramatik tarzda, keskin"
drift,v.,C1,"suzib ketmoq, oqib bormoq"
drought,n.,B2,qurg'oqchilik
drown,v.,C1,"cho'kmoq, g'arq bo'lmoq"
dual,adj.,C1,"ikkilik, qo'sh"
dub,v.,C1,"nom bermoq, dublyaj qilmoq"
dull,adj.,B2,"zerikarli, o'tmas"
dumb,adj.,C1,"soqov, ahmoq"
dump,v.,B2,"tashlash, tashlamoq"
duo,n.,C1,"juftlik, duo"
duration,n.,B2,"davomiylik, muddat"
dynamic,adj.,B2,"dinamik, faol"
eager,adj.,B2,"ishtiyoqli, oshiquvchi"
earnings,n.,C1,"daromad, maosh"
ease,"n., v.",C1,"qulaylik, yengillashtirmoq"
echo,"v., n.",C1,"aks-sado, takrorlamoq"
ecological,adj.,C1,ekologik
economics,n.,B2,"iqtisodiyot, iqtisod fani"
economist,n.,B2,iqtisodchi
editorial,adj.,B2,"tahririyat, muharrirlik"
educator,n.,C1,"pedagog, o'qituvchi"
effectiveness,n.,C1,"samaradorlik, ta'sirchanlik"
efficiency,n.,C1,"samaradorlik, unumdorlik"
efficiently,adv.,B2,"samarali, unumli"
ego,n.,C1,"ego, o'zlikni his etish"
elaborate,adj.,C1,"batafsil, puxtalash"
elbow,n.,B2,tirsak
electoral,adj.,C1,"saylov, elektorat"
electronics,n.,B2,elektronika
elegant,adj.,B2,"nafis, elegant"
elementary,adj.,B2,"boshlang'ich, elementar"
elevate,v.,C1,"ko'tarmoq, oshirmoq"
eligible,adj.,C1,"haqli, munosib"
eliminate,v.,B2,"yo'q qilmoq, bartaraf qilmoq"
elite,n.,C1,"elita, eng yaxshilar"
embark,v.,C1,"jo'nab ketmoq, boshlash"
embarrassment,n.,C1,"uyat, xijolat"
embassy,n.,C1,elchixona
embed,v.,C1,"joylashtirmoq, singdirmoq"
embody,v.,C1,mujassamlashtirmoq
embrace,v.,B2,"quchoqlamoq, qabul qilmoq"
emergence,n.,C1,"paydo bo'lish, chiqish"
emission,n.,B2,"chiqindi, emissiya"
emotionally,adv.,B2,"hissiy, his-tuyg'u bilan"
empire,n.,B2,imperiya
empirical,adj.,C1,"empirik, amaliy"
empower,v.,C1,"kuchaytirmoq, imkon bermoq"
enact,v.,C1,"qonun qabul qilmoq, qo'ymoq"
encompass,v.,C1,"o'z ichiga olmoq, qamrab olmoq"
encouragement,n.,C1,"rag'bat, dalda"
encouraging,adj.,C1,"rag'batlantiruvchi, umidli"
endeavor,n.,C1,"harakat, urinmoq"
endless,adj.,C1,"cheksiz, tugamaydigan"
endorse,v.,C1,"ma'qullash, tasdiqlash"
endorsement,n.,C1,"ma'qullash, tavsiya"
endure,v.,C1,"chidamoq, bardosh bermoq"
enforce,v.,C1,"kuchaytirmoq, amal qildirmoq"
enforcement,n.,C1,"ijro, ta'minot"
engagement,n.,C1,"ish bilan band, bajarish, munosabat"
engaging,adj.,C1,"qiziqarli, jozibali"
enjoyable,adj.,B2,"yoqimli, zavqli"
enrich,v.,C1,"boyitmoq, rivojlantirmoq"
enroll,v.,C1,"ro'yxatdan o'tmoq, yozilmoq"
ensue,v.,C1,"paydo bo'lmoq, kuzatilmoq"
enterprise,n.,C1,"korxona, tashabbus"
entertaining,adj.,B2,"qiziqarli, ko'ngilxushlik"
enthusiast,n.,C1,"ishtiyoqli, havaskor"
entitle,v.,C1,"nom bermoq, huquq bermoq"
entity,n.,C1,"mavjudot, tashkilot"
entrepreneur,n.,B2,tadbirkor
envelope,n.,B2,konvert
epidemic,n.,C1,"epidemiya, yuqumli kasallik"
equality,n.,C1,"tenglik, barobarlik"
equation,n.,C1,"tenglama, munosabat"
equip,v.,B2,"jihozlamoq, ta'minlamoq"
equivalent,"n., adj.",B2,"teng, ekvivalent"
era,n.,B2,"davr, era"
erect,v.,C1,"tik turmoq, qurmoq"
erupt,v.,B2,"otilmoq, portlamoq"
escalate,v.,C1,"kuchaymoq, oshib bormoq"
essence,n.,C1,"mohiyat, asl"
essentially,adv.,B2,"mohiyatan, asosan"
establishment,n.,C1,"tashkilot, tizim"
eternal,adj.,C1,"abadiy, mangu"
ethic,n.,B2,"axloq, etika"
ethnic,adj.,B2,"etnik, milliy"
evacuate,v.,C1,"evakuatsiya qilmoq, bo'shatmoq"
evaluation,n.,B2,"baholash, tekshiruv"
evident,adj.,B2,"aniq, ko'rinib turgan"
evoke,v.,C1,"uyg'otmoq, eslatmoq"
evolution,n.,B2,"evolyutsiya, rivojlanish"
evolutionary,adj.,C1,evolyutsion
evolve,v.,B2,"rivojlanmoq, o'zgarmoq"
exaggerate,v.,C1,"mubolag'a qilmoq, haddan oshirmoq"
exceed,v.,B2,"oshib ketmoq, ortiq bo'lmoq"
excellence,n.,C1,"a'lo darajalilik, ustunlik"
exception,n.,B2,istisno
exceptional,adj.,C1,"istisnoiy, a'lo"
excess,"n., adj.",C1,"ortiqchalik, haddan oshish"
excessive,adj.,B2,"haddan tashqari, ortiqcha"
exclude,v.,B2,"istisno qilmoq, chetlashtirmoq"
exclusion,n.,C1,"istisno, chetlashtirish"
exclusive,adj.,C1,"eksklyuziv, faqat"
exclusively,adv.,C1,"faqat, eksklyuziv"
execute,v.,C1,"bajarmoq, qatl qilmoq"
execution,n.,C1,"bajarish, qatl"
exert,v.,C1,"kuch sarflamoq, ta'sir ko'rsatmoq"
exile,n.,C1,"surgun, badarg'a"
exotic,adj.,B2,"egzotik, chet eldagi"
expansion,n.,B2,"kengayish, o'sish"
expedition,n.,B2,"ekspeditsiya, sayohat"
expenditure,n.,C1,"xarajat, sarflash"
experimental,adj.,C1,"eksperimental, tajriba"
expertise,n.,B2,"tajriba, bilim"
expire,v.,C1,muddati tugamoq
explicit,adj.,C1,"aniq, ochiq"
explicitly,adv.,C1,"aniq, ochiq ravishda"
exploit,v.,B2,"foydalanmoq, ekspluatatsiya"
exploitation,n.,C1,"ekspluatatsiya, foydalanish"
explosive,"adj., n.",C1,"portlovchi, portlash"
exposure,n.,B2,"ochiq qolish, ta'sir ostida bo'lish"
extension,n.,B2,"kengaytirish, uzaytirish"
extensive,adj.,B2,"keng, batafsil"
extensively,adv.,B2,"kengli, batafsil"
extract,n.,B2,"ajratib olmoq, ekstrakt"
extremist,n.,C1,ekstremist
fabric,n.,B2,"mato, to'qima, tuzilma"
fabulous,adj.,B2,"ajoyib, ifodalab bo'lmaydigan"
facilitate,v.,C1,"osonlashtirmoq, yordam bermoq"
faction,n.,C1,"guruh, fraksiya"
faculty,n.,B2,"qobiliyat, fakul'tet"
fade,v.,C1,"so'nmoq, xiralanmoq"
failed,adj.,B2,"muvaffaqiyatsiz, omadsiz"
fairness,n.,C1,"adolat, to'g'rilik"
fake,adj.,B2,"soxta, yolg'on"
fame,n.,B2,"shuhrat, dong"
fantasy,n.,B2,"fantaziya, orzu"
fare,n.,B2,"yo'l haqi, narx"
fatal,adj.,C1,"halokatli, o'ldiruvchi"
fate,n.,C1,taqdir
favorable,adj.,C1,"qulay, ijobiy"
feat,n.,C1,"yutuq, muvaffaqiyat"
felony,n.,C1,og'ir jinoyat
feminist,"adj., n.",C1,feminist
fiber,n.,C1,"tolasi, fiber"
fierce,adj.,C1,"yovuz, kuchli"
filmmaker,n.,C1,"kinorejissyor, kinokor"
filter,"n., v.",C1,"filtr, saralash"
firearm,n.,C1,"o't qurol, qurol"
firefighter,n.,B2,o't o'chiruvchi
firework,n.,B2,"otashin, pirotexnika"
firmly,adv.,B2,"qat'iy, mustahkam"
fiscal,adj.,C1,"fiskal, moliyaviy"
flavor,n.,B2,"ta'm, lazzat"
flaw,n.,C1,"nuqson, kamchilik"
flawed,adj.,C1,"nuqsonli, kamchiliklarga ega"
flee,v.,C1,"qochmoq, ketmoq"
fleet,n.,C1,"flot, parcha"
flesh,n.,C1,"go'sht, ten"
flexibility,n.,C1,"egiluvchanlik, moslashuvchanlik"
flourish,v.,C1,"gullash, rivojlanmoq"
fluid,n.,C1,"suyuqlik, oqiluvchan"
fond,adj.,B2,"yaxshi ko'ruvchi, mehrli"
fool,n.,B2,"ahmoq, aldamoq"
footage,n.,C1,"video tasvirlar, metr"
forbid,v.,B2,"man qilmoq, taqiqlamoq"
forecast,"n., v.",B2,"bashorat, prognoz"
foreigner,n.,C1,chet ellik
forge,v.,C1,"temirchi, qalbakilashtirmoq"
format,n.,B2,"format, tuzilish"
formation,n.,B2,"shakllanish, tashkil topish"
formerly,adv.,B2,"ilgari, avval"
formula,n.,C1,formula
formulate,v.,C1,"shakllantirmoq, tuzmoq"
forth,adv.,C1,"oldinga, tomon"
forthcoming,adj.,C1,"kelajak, tayyorlanayotgan"
fortunate,adj.,B2,"omadli, baxtli"
forum,n.,B2,"forum, majlis"
fossil,n.,B2,"qazilma, fossiliya"
foster,v.,C1,"rivojlantirmoq, asrab olmoq"
foundation,n.,B2,"asos, jamg'arma"
founder,n.,B2,asoschisi
fraction,n.,B2,"ulush, kasr"
fragile,adj.,C1,"mo'rt, sinuvchi"
fragment,n.,B2,"parchalanmoq, bo'lak"
framework,n.,B2,"tizim, asos"
franchise,n.,C1,"franchayzing, imtiyoz"
frankly,adv.,C1,"ochiqchasiga, rostini aytganda"
fraud,n.,B2,"firibgarlik, aldamchilik"
freely,adv.,B2,"erkin, bepul"
frequent,adj.,B2,"tez-tez, ko'p"
freshman,n.,C1,birinchi kurs talabasi
frustrated,adj.,C1,hafsalasi pir bo'lgan
frustrating,adj.,C1,hafsalani pir qiluvchi
frustration,n.,C1,"umidsizlik, g'azab"
fulfill,v.,B2,"bajarmoq, amalga oshirmoq"
full-time,adj.,B2,to'liq ish vaqti
functional,adj.,C1,"funksional, ishlaydigan"
fundamentally,adv.,B2,"asosiy jihatdan, tubdan"
fundraising,n.,C1,mablag' yig'ish
funeral,n.,C1,"dafn marosimi, aza"
furious,adj.,B2,"g'azablangan, ayyash"
gallon,n.,B2,gallon (hajm o'lchovi)
gambling,n.,C1,"qimor, to'hmoq"
gaming,n.,B2,"o'yin, o'ynash"
gathering,n.,C1,"yig'ilish, to'plash"
gay,adj.,B2,"gey, xursand"
gaze,"n., v.",C1,"tikilmoq, nigoh"
gear,n.,C1,"mexanizm, jihozlar"
gender,n.,B2,"jins, gender"
gene,n.,B2,gen
generic,adj.,C1,"umumiy, generik"
genetic,adj.,B2,"genetik, irsiy"
genius,n.,B2,"daho, aqlli"
genocide,n.,C1,"genotsid, qirg'in"
genuine,adj.,B2,"haqiqiy, chin"
genuinely,adv.,B2,"haqiqatan, chindan"
gesture,n.,B2,"imo-ishora, harakatlar"
gig,n.,C1,"ishcha, konsert"
glance,"n., v.",C1,"bir ko'rish, nazar tashlash"
glimpse,n.,C1,"bir ko'rinish, qisqacha nazar"
globalization,n.,B2,globallashuv
globe,n.,B2,"dunyo, globus"
glorious,adj.,C1,"ulug'vor, shonli"
glory,n.,C1,"shon-sharaf, ulug'vorlik"
golden,adj.,B2,"oltin, oltin rang"
goodness,n.,B2,"yaxshilik, mehr"
gorgeous,adj.,B2,"ajoyib, go'zal"
governance,n.,C1,"boshqaruv, hokimiyat"
grace,n.,C1,"nafosati, muruvvat"
graphic,adj.,B2,"grafik, to'g'ridan-to'g'ri"
graphics,n.,B2,"grafikalar, tasvirlar"
grasp,"v., n.",C1,"ushlamoq, tushunmoq"
grave,n.,C1,"qabr, jiddiy"
gravity,n.,C1,"tortishish kuchi, jiddiylik"
greatly,adv.,B2,"katta darajada, juda"
greenhouse,n.,B2,"issiqxona, oyna uy"
grid,n.,C1,"setka, tarmoq"
grief,n.,C1,"qayg'u, motam"
grin,"v., n.",C1,keng jilmaymoq
grind,v.,C1,"maydalash, ishlamoq"
grip,"n., v.",C1,"mahkam ushlamoq, qo'l bilan ushlamoq"
gross,adj.,C1,"yalpi, nafratlanarli"
guerrilla,n.,C1,"partizan, gerrilla"
guidance,n.,C1,"yo'riqnoma, yo'l-yo'riq"
guideline,n.,B2,"ko'rsatma, qoidalar"
guilt,n.,C1,"aybdorlik, gunoh"
gut,n.,C1,"ichak, ichki his"
habitat,n.,B2,"yashash joyi, muhit"
hail,v.,C1,"do'l, salomlash, tan olmoq"
halfway,adv.,C1,yarim yo'lda
halt,"v., n.",C1,"to'xtatmoq, to'xtash"
handful,n.,C1,"hovuch, bir nechta"
handling,n.,C1,"tutib olish, boshqarish"
handy,adj.,C1,"qulay, foydali"
harassment,n.,C1,"ta'qib, bezovta qilish"
harbor,n.,B2,"port, boshpana"
hardware,n.,C1,"qurilmalar, jihozlar"
harmony,n.,C1,"uyg'unlik, hamohanglik"
harsh,adj.,C1,"qattiq, og'ir"
harvest,"n., v.",C1,"hosil yig'ish, hosil"
hatred,n.,C1,nafrat
haunt,v.,C1,"ta'qib qilmoq, bezovta qilmoq"
hazard,n.,C1,"xavf, xavfli"
headquarters,n.,B2,"shtab-kvartira, markaziy boshqarma"
heal,v.,B2,"davolamoq, bitmoq"
healthcare,n.,B2,sog'liqni saqlash
heighten,v.,C1,"kuchaytirmoq, oshirmoq"
helmet,n.,B2,"dubulg'a, kaska"
hence,adv.,B2,"shuning uchun, shundan"
herb,n.,B2,"o't, dorivor o't"
heritage,n.,C1,"meros, an'ana"
hidden,adj.,B2,"yashirin, ko'rinmas"
hierarchy,n.,C1,"ierarxiya, darajalar tizimi"
high-profile,adj.,C1,"yuqori darajali, mashhur"
hilarious,adj.,B2,juda kulgili
hint,"n., v.",C1,"maslahat, ishora"
hip,n.,B2,"son, yangi, zamonaviy"
historian,n.,B2,tarixchi
homeland,n.,C1,"vatan, ona yurt"
homeless,adj.,B2,"uysiz, boshpanasiz"
honesty,n.,B2,"halollik, to'g'rilik"
honey,n.,B2,asal
hook,"n., v.",B2,"ilgak, ushlamoq"
hopeful,adj.,C1,"umidvorli, kutuvchi"
hopefully,adv.,B2,"umid bilan, inshalloh"
horizon,n.,C1,"gorizont, ufq"
horn,n.,C1,"burg'u, shox"
hostage,n.,C1,"garovga olingan, girov"
hostile,adj.,C1,"dushmanlarcha, dushman"
hostility,n.,C1,"dushmanlik, qarshilik"
humanitarian,adj.,C1,"insonparvar, gumanitar"
humanity,n.,C1,"insoniyat, insonparvarlik"
humble,adj.,C1,"kamtarin, kamtar"
hunger,n.,B2,"ochlik, ishtaha"
hydrogen,n.,C1,vodorod
hypothesis,n.,B2,"gipoteza, faraz"
icon,n.,B2,"belgi, rasm, ikon"
ID,n.,B2,shaxsiyatni tasdiqlovchi hujjat
identical,adj.,B2,"bir xil, aynan"
identification,n.,C1,"aniqlash, identifikatsiya"
ideological,adj.,C1,"mafkuraviy, ideologik"
ideology,n.,C1,"mafkura, ideologiya"
idiot,n.,C1,"ahmoq, tentak"
ignorance,n.,C1,"jaholat, bilmaslik"
illusion,n.,B2,"illuziya, xayol"
imagery,n.,C1,"tasvir, rasmlar"
immense,adj.,C1,"ulkan, katta"
immigration,n.,B2,"immigratsiya, ko'chib kelish"
imminent,adj.,C1,"yaqinlashib kelayotgan, tahdid soluvchi"
immune,adj.,B2,"immunitetli, ta'sirlanmaydigan"
implement,v.,B2,"amalga oshirmoq, asbob"
implementation,n.,C1,"amalga oshirish, bajarish"
implication,n.,B2,"oqibat, taxmin"
imprison,v.,C1,qamoqqa tashlash
inability,n.,C1,"qobiliyatsizlik, imkonsizlik"
inadequate,adj.,C1,"yetarli emas, mos emas"
inappropriate,adj.,C1,"mos emas, noo'rin"
incarcerate,v.,C1,qamoqqa tashlash
incarceration,n.,C1,qamoqqa olish
incentive,n.,B2,"rag'bat, sababchi"
incidence,n.,C1,"ko'rsatkich, sodir bo'lish holati"
inclined,adj.,C1,"moyil, egilgan"
inclusion,n.,C1,"qo'shib olish, kiritish"
incorporate,v.,B2,"birlashtirmoq, o'z ichiga olmoq"
incorrect,adj.,B2,noto'g'ri
incur,v.,C1,"duchor bo'lmoq, keltirib chiqarmoq"
independence,n.,B2,mustaqillik
index,n.,B2,"indeks, ko'rsatkich"
indication,n.,B2,"ko'rsatma, belgi"
indicator,n.,C1,"ko'rsatkich, indikator"
indictment,n.,C1,"ayblov, hujjat"
indigenous,adj.,C1,"mahalliy, tub"
induce,v.,C1,"keltirib chiqarmoq, undamoq"
indulge,v.,C1,"berilmoq, ruxsat bermoq"
inequality,n.,C1,"tengsizlik, farq"
inevitable,adj.,B2,"muqarrar, oldini olib bo'lmaydigan"
inevitably,adv.,B2,"albatta, muqarrar ravishda"
infamous,adj.,C1,"badnom, yomon mashhur"
infant,n.,C1,"chaqaloq, go'dak"
infect,v.,C1,"yuqtirmoq, zararlamoq"
infer,v.,B2,"xulosalamoq, taxmin qilmoq"
inflation,n.,B2,"inflyatsiya, narx o'sishi"
inflict,v.,C1,"keltirib chiqarmoq, zararlamoq"
influential,adj.,C1,"ta'sirli, nufuzli"
info,n.,B2,"ma'lumot, axborot"
infrastructure,n.,B2,infratuzilma
inhabitant,n.,B2,"aholi, yashovchi"
inherent,adj.,C1,"tabiiy, tug'ma"
inherit,v.,B2,meros olmoq
inhibit,v.,C1,"to'xtatmoq, cheklash"
initiate,v.,C1,"boshlash, tashabbuskor bo'lmoq"
inject,v.,C1,"inyeksiya qilmoq, kiritmoq"
injection,n.,C1,"inyeksiya, ukol"
injustice,n.,C1,adolatsizlik
ink,n.,B2,siyoh
inmate,n.,C1,"mahbus, qamoqdagi"
innovation,n.,B2,"innovatsiya, yangilik"
innovative,adj.,B2,"innovatsion, yangi"
input,n.,B2,"kirish, hissa"
inquire,v.,C1,"so'ramoq, tekshirmoq"
insert,v.,B2,"kiritmoq, qo'ymoq"
insertion,n.,C1,"kiritish, qo'yish"
insider,n.,C1,"ichkaridan biluvchi, tanish"
inspect,v.,C1,"tekshirmoq, ko'zdan kechirmoq"
inspection,n.,C1,"tekshiruv, nazorat"
inspector,n.,B2,"inspektor, tekshiruvchi"
inspiration,n.,C1,"ilhom, rag'bat"
installation,n.,B2,"o'rnatish, qurilma"
instant,adj.,B2,"lahza, darhol"
instantly,adv.,B2,"darhol, zudlik bilan"
instinct,n.,C1,"instinkt, tabiiy his"
institutional,adj.,C1,"muassasaviy, instituttsional"
instruct,v.,C1,"o'qitmoq, buyurmoq"
instrumental,adj.,C1,"muhim, asbobiy"
insufficient,adj.,C1,yetarli emas
insult,"n., v.",C1,"haqorat, tahqirlash"
intact,adj.,C1,"butun, zararsiz"
intake,n.,C1,"qabul qilish, iste'mol"
integral,adj.,C1,"ajralmas, integral"
integrate,v.,B2,"birlashtirmoq, qo'shmoq"
integrated,adj.,C1,"birlashtirilgan, integrallashgan"
integration,n.,C1,"integratsiya, birlashtirish"
integrity,n.,C1,"halollik, yaxlitlik"
intellectual,adj.,B2,"intellektual, aqliy"
intensify,v.,C1,"kuchaytirmoq, jadallashmoq"
intensity,n.,C1,"jadalligi, intensivlik"
intensive,adj.,C1,"intensiv, kuchli"
intent,n.,C1,"niyat, maqsad"
interact,v.,B2,o'zaro ta'sir qilmoq
interaction,n.,B2,"o'zaro ta'sir, muloqot"
interactive,adj.,C1,interaktiv
interface,n.,C1,"interfeys, chegara"
interfere,v.,C1,"aralashmoq, to'sqinlik qilmoq"
interference,n.,C1,"aralashuv, to'sqinlik"
interim,adj.,C1,"oraliq, vaqtinchalik"
interior,"adj., n.",C1,"ichki, ichki qism"
intermediate,adj.,C1,"o'rta, oraliq"
interpretation,n.,B2,"talqin, tarjima"
intersection,n.,C1,"chorrah, kesishish"
interval,n.,B2,"oraliq, tanaffus"
intervene,v.,C1,"aralashmoq, vositachi bo'lmoq"
intervention,n.,C1,"aralashuv, intervensiya"
intimate,adj.,C1,"yaqin, mahfiy"
intriguing,adj.,C1,"qiziqarli, tortimli"
invade,v.,B2,"bosib kirmoq, tajovuz qilmoq"
invasion,n.,B2,"bosib kirish, tajovuz"
inventory,n.,C1,"inventar, ro'yxat"
investigator,n.,C1,"tekshiruvchi, tergovchi"
investor,n.,B2,"investor, sarmoyador"
invisible,adj.,C1,"ko'rinmas, yashirin"
invoke,v.,C1,"chaqirmoq, murojaat qilmoq"
involvement,n.,C1,"ishtirok, jalb qilish"
ironic,adj.,C1,"ironik, kinoyali"
ironically,adv.,C1,ironik tarzda
irony,n.,C1,"kinoya, istehzo"
irrelevant,adj.,C1,"tegishsiz, aloqasiz"
isolate,v.,B2,"ajratmoq, izolyatsiya qilmoq"
isolated,adj.,B2,"ajralgan, yakkalanib qolgan"
isolation,n.,C1,"izolyatsiya, ajralish"
jail,"n., v.",B2,qamoqxona
jet,n.,B2,"reaktiv samolyot, qora rang"
joint,"adj., n.",B2,"birgalikda, bo'g'im"
journalism,n.,B2,jurnalistika
judicial,adj.,C1,"sud, huquqiy"
jurisdiction,n.,C1,"yurisdiksiya, nazorat hududi"
jury,n.,B2,hakamlar hay'ati
justification,n.,C1,"asoslash, sabab"
keen,adj.,C1,"qiziquvchi, o'tkir"
kidnap,v.,C1,"o'g'irlamoq, garovga olmoq"
kidney,n.,C1,buyrak
kindergarten,n.,B2,"bog'cha, maktabgacha"
kingdom,n.,C1,"qirollik, podsholik"
kit,n.,B2,asboblar to'plami
ladder,n.,B2,narvon
landing,n.,B2,"qo'nish, er"
landlord,n.,C1,"uy egalari, mulkdor"
landmark,n.,C1,"diqqatga sazovor joy, belgi"
lane,n.,B2,"yo'lak, koridor"
lap,n.,C1,"tizza, davra, tur"
large-scale,adj.,C1,keng ko'lamdagi
laser,n.,C1,lazer
lately,adv.,B2,so'nggi paytlarda
latter,"adj., n.",C1,"ikkinchisi, so'nggi"
lawmaker,n.,C1,qonun chiqaruvchi
lawn,n.,C1,"maysa, maysazor"
lawsuit,n.,C1,"sud jarayoni, da'vo"
layout,n.,C1,"tartib, joylashuv"
leak,"v., n.",C1,"sizib chiqmoq, oshkor bo'lmoq"
leap,"v., n.",C1,"sakrash, katta qadamlar"
legacy,n.,C1,"meros, an'ana"
legend,n.,B2,"afsona, legenda"
legendary,adj.,C1,afsonaviy
legislation,n.,C1,"qonunchilik, qonunlar"
legislative,adj.,C1,qonunchilik
legislature,n.,C1,qonunchilik organi
legitimate,adj.,C1,"qonuniy, to'g'ri"
lengthy,adj.,C1,"uzoq, uzun"
lens,n.,B2,"linza, ko'z oynasi"
lesbian,adj.,C1,lesbiyanka
lesser,adj.,C1,"kichikroq, kam"
lethal,adj.,C1,"o'ldiruvchi, halokatli"
liable,adj.,C1,"javobgar, moyil"
liberal,"adj., n.",C1,"liberal, erkin"
liberation,n.,C1,"ozod qilish, ozodlik"
liberty,n.,C1,"erkinlik, ozodlik"
lifelong,adj.,C1,"umrboqiy, hayot davomidagi"
lifetime,n.,B2,"umr, hayot davri"
lighting,n.,B2,"yoritish, chiroqlar"
likelihood,n.,C1,"ehtimollik, imkoniyat"
likewise,adv.,B2,"xuddi shunday, shuningdek"
limb,n.,C1,"a'zo, qo'l-oyoq"
limitation,n.,B2,"cheklov, chegara"
linear,adj.,C1,"chiziqli, linear"
lineup,n.,C1,"tartib, tizim"
linger,v.,C1,"uzoq turmoq, cho'zilmoq"
listing,n.,C1,"ro'yxat, katalog"
liter,n.,C1,litr
literacy,n.,C1,savodxonlik
literally,adv.,B2,"tom ma'noda, haqiqatan"
literary,adj.,B2,adabiy
litter,n.,B2,"axlat, to'kilgan narsalar"
liver,n.,C1,jigar
lobby,"n., v.",C1,"lobbi, yo'lak"
log,"n., v.",C1,"jurnal, qayd, yog'och"
logic,n.,C1,mantiq
logo,n.,B2,"logo, belgi"
long-standing,adj.,C1,uzoq vaqtdan beri mavjud
longtime,adj.,C1,"ko'p yillik, uzoq muddatli"
loom,v.,C1,"to'quv dastgohi, yaqinlashmoq"
loop,n.,C1,"halqa, davra"
lottery,n.,B2,lotereya
loyal,adj.,B2,"sadoqatli, sodiq"
loyalty,n.,C1,sadoqat
lyric,n.,B2,"lirik, she'r matni"
machinery,n.,C1,"mexanizm, mashina"
magical,adj.,C1,"sehrli, ajoyib"
magnetic,adj.,C1,"magnit, jalb qiluvchi"
magnificent,adj.,B2,"ulug'vor, ajoyib"
magnitude,n.,C1,"kattalik, ahamiyat"
mainland,n.,C1,"asosiy yer, materik"
